time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,serials,hour,EventID,NTSB_Number,EventTimeUTC
2021-10-10 21:05:00+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:01+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:02+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:03+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:04+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:05+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:06+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:07+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:08+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:09+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:10+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:11+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:12+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:13+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:14+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:15+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:16+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:17+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:18+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:19+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:20+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:21+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:22+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:23+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:24+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:25+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:26+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:27+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:28+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:29+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:30+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:31+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:32+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:33+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:34+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:35+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:36+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:37+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:38+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:39+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:40+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:41+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:42+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:43+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:44+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:45+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:46+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:47+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:48+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:49+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:50+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:51+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:52+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:53+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:54+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:55+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:56+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:57+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
2021-10-10 21:05:58+00:00,a68b63,61.59726934917902,-149.30399576822919,42.9306523279475,45.97102193107917,-0.97536,N52004,False,False,False,,182.88,198.12,1633899726.522,1633899738.123,[],2021-10-10 21:00:00+00:00,20211013104098,ANC22LA001,2021-10-10 21:20:00+00:00
