EventID,NTSB_Number,EventType,EventDate,EventDateTime,EventTime,EventTimezone,EventState,EventSiteZipCode,Latitude,Longitude,LatitudeDecimal,LongitudeDecimal
20041019X01650,NYC05LA002,ACC,2004-10-10,2004-10-10 20:40:00.000,20:40,UTC,OH,45211,391532N,0844627W,39.258888,-84.774169
20040910X01395,LAX04FA304,ACC,2004-08-28,2004-08-28 15:31:00.000,15:31,UTC,AZ,86314,343735N,1121440W,34.626388,-112.244445
20040812X01202,NYC04FA185,ACC,2004-08-07,2004-08-07 13:12:00.000,13:12,UTC,NJ,7405,405757N,0742143W,40.965831,-74.361946
20040616X00799,FTW04LA151,ACC,2004-06-03,2004-06-03 23:00:00.000,23:00,UTC,AR,72112,035277N,0091137W,35.451946,-91.218612
20040513X00596,FTW04LA123,ACC,2004-05-09,2004-05-09 22:10:00.000,22:10,UTC,TX,78628,304043N,0974045W,30.678611,-97.679168
20040203X00156,MIA04FA043,ACC,2004-01-17,2004-01-17 19:26:00.000,19:26,UTC,FL,33765,275925N,0082458W,27.990278,-82.75222
20040124X00105,LAX04FA095,ACC,2004-01-16,2004-01-16 22:15:00.000,22:15,UTC,CA,93561,035742N,1183340W,35.128334,-118.561111
20040108X00028,ANC04FA016,ACC,2003-12-28,2003-12-28 20:12:00.000,20:12,UTC,AZ,85383,033484N,0112154W,33.801109,-112.251113
20031120X01934,NYC04FA033,ACC,2003-11-16,2003-11-16 18:30:00.000,18:30,UTC,RI,02891,412057N,0714815W,41.349293,-71.804234
20031119X01921,LAX04FA037,ACC,2003-11-06,2003-11-06 23:28:00.000,23:28,UTC,CA,90505,334827N,1182128W,33.807498,-118.35778
20031017X01752,ATL04LA005,ACC,2003-10-04,2003-10-04 21:45:00.000,21:45,UTC,AL,35125,333353N,0086150W,33.564723,-86.25
20030826X01396,CHI03FA284,ACC,2003-08-22,2003-08-22 22:26:00.000,22:26,UTC,MN,55042,445712N,0092530W,44.953334,-92.883331
20030826X01399,MIA03LA162,ACC,2003-08-16,2003-08-16 15:46:00.000,15:46,UTC,FL,33412,265043N,0801317W,26.845277,-80.221389
20030731X01236,DEN03LA130,ACC,2003-07-16,2003-07-16 12:30:00.000,12:30,UTC,CO,81615,391954N,0106597W,39.331665,-106.985275
20030625X00951,MIA03FA124,ACC,2003-06-17,2003-06-17 23:51:00.000,23:51,UTC,FL,33441,026180N,0008030W,26.299999,-80.050003
20030414X00500,LAX03LA129,ACC,2003-04-05,2003-04-05 18:45:00.000,18:45,UTC,CA,95632,381814N,0121153W,38.30389,-121.250831
20030115X00072,LAX03FA066,ACC,2003-01-11,2003-01-11 23:00:00.000,23:00,UTC,AZ,85344,034839N,0114154W,34.144165,-114.251113
20021104X05428,FTW03LA022,ACC,2002-10-29,2002-10-29 20:30:00.000,20:30,UTC,TX,79720,032456N,1011754W,32.751667,-101.298332
20021101X05422,MIA03FA007,ACC,2002-10-27,2002-10-27 18:30:00.000,18:30,UTC,FL,33076,026209N,0801728W,26.335832,-80.291114
20020927X05234,LAX02FA288,ACC,2002-09-17,2002-09-17 20:00:00.000,20:00,UTC,CA,92008,033742N,1171649W,33.128334,-117.280281
20020904X01510,ANC02LA098,ACC,2002-08-19,2002-08-19 15:45:00.000,15:45,UTC,AK,99901,055210N,0131400W,55.349998,-131.666671
20020628X00992,MIA02LA119,ACC,2002-06-20,2002-06-20 21:20:00.000,21:20,UTC,PR,765,181316N,0663521W,18.220989,-66.589118
20020411X00500,ATL02FA076,ACC,2002-04-06,2002-04-06 20:54:00.000,20:54,UTC,FL,33811,275933N,0082111W,27.9925,-82.019721
20020411X00499,ATL02FA074,ACC,2002-04-05,2002-04-05 20:05:00.000,20:05,UTC,FL,33811,275933N,0082111W,27.9925,-82.019721
20020322X00392,LAX02FA110,ACC,2002-03-15,2002-03-15 17:00:00.000,17:00,UTC,AZ,85653,322539N,0111131W,32.427501,-111.216941
20020306X00307,CHI02IA085,INC,2002-03-04,2002-03-04 18:30:00.000,18:30,UTC,MO,65721,037037N,0093123W,37.010169,-93.20092
20011116X02248,ATL02LA012,ACC,2001-11-10,2001-11-10 16:30:00.000,16:30,UTC,FL,32095,030035N,0812436W,30.009784,-81.409927
20011204X02335,DEN01TA134,ACC,2001-07-31,2001-07-31 19:47:00.000,19:47,UTC,WY,83001,432815N,1104539W,43.470943,-110.760955
20010608X01112,ATL01LA063,ACC,2001-06-02,2001-06-02 13:00:00.000,13:00,UTC,MS,38721,325812N,0904913W,32.969955,-90.820182
20010228X00524,LAX01FA101,ACC,2001-02-15,2001-02-15 23:40:00.000,23:40,UTC,CA,90802,033431N,1181052W,33.716945,-118.181114
20010214X00444,FTW01FA058,ACC,2001-02-06,2001-02-06 23:45:00.000,23:45,UTC,OK,74753,033556N,0963339W,33.918334,-96.560836
20001212X22287,FTW01FA025,ACC,2000-11-26,2000-11-26 23:10:00.000,23:10,UTC,TX,77449,295028N,0954351W,29.840982,-95.730804
20001212X22313,MIA01FA028,ACC,2000-11-16,2000-11-16 20:48:00.000,20:48,UTC,FL,34202,027266N,0082270W,27.434999,-82.449996
20001212X22182,LAX01FA018,ACC,2000-10-17,2000-10-17 22:51:00.000,22:51,UTC,CA,91406,341123N,1182924W,34.189697,-118.490097
20001212X21903,ATL00FA091,ACC,2000-09-11,2000-09-11 16:46:00.000,16:46,UTC,FL,34946,272958N,0802132W,27.49954,-80.359016
20001212X21731,FTW00LA233,ACC,2000-08-15,2000-08-15 18:30:00.000,18:30,UTC,LA,71373,313338N,0912628W,31.560602,-91.440994
20001212X21286,MIA00FA190,ACC,2000-06-23,2000-06-23 15:41:00.000,15:41,UTC,FL,33433,262058N,0080936W,26.349546,-80.159942
20001212X21058,MIA00FA172,ACC,2000-05-27,2000-05-27 14:45:00.000,14:45,UTC,FL,32110,292732N,0811459W,29.459001,-81.249748
20001212X20989,FTW00FA154,ACC,2000-05-25,2000-05-25 23:12:00.000,23:12,UTC,OK,73068,035824N,0097229W,35.139884,-97.369178
20001212X20651,IAD00LA027,ACC,2000-03-18,2000-03-18 16:10:00.000,16:10,UTC,PA,18920,402926N,0075446W,40.490432,-75.079544
20001212X20687,MIA00FA107,ACC,2000-03-14,2000-03-14 19:35:00.000,19:35,UTC,FL,34996,271122N,0801127W,27.189344,-80.190788
20001212X20487,FTW00FA083,ACC,2000-02-16,2000-02-16 13:48:00.000,13:48,UTC,OK,74501,034559N,0954533W,34.919143,-95.759277
20001212X20559,NYC00LA081,ACC,2000-02-15,2000-02-15 19:30:00.000,19:30,UTC,OH,44824,041242N,0082481W,41.400527,-82.800338
20001212X20469,CHI00MA066,ACC,2000-02-08,2000-02-08 21:04:00.000,21:04,UTC,IL,60099,422659N,0875024W,42.449783,-87.840003
20001212X20502,LAX00FA093,ACC,2000-02-07,2000-02-07 17:50:00.000,17:50,UTC,CA,91342,341910N,1182249W,34.319503,-118.380317
20001212X20275,MIA00FA041,ACC,1999-12-03,1999-12-03 15:23:00.000,15:23,UTC,FL,32724,029337N,0811346W,29.060323,-81.229309
20001212X20173,SEA00FA021,ACC,1999-11-17,1999-11-17 20:10:00.000,20:10,UTC,WA,98121,473715N,1222057W,47.620906,-122.349075
20001212X20092,DEN00LA016,ACC,1999-11-07,1999-11-07 18:30:00.000,18:30,UTC,CO,80503,401013N,1051239W,40.170154,-105.21096
20001212X20049,SEA00IA007,INC,1999-10-23,1999-10-23 20:20:00.000,20:20,UTC,WA,98802,472921N,1201126W,47.489131,-120.19062
20001212X19911,CHI00FA003,ACC,1999-10-01,1999-10-01 21:00:00.000,21:00,UTC,IL,60543,414127N,0881951W,41.690742,-88.330932
20001212X19686,ATL99FA132,ACC,1999-09-16,1999-09-16 12:30:00.000,12:30,UTC,AL,36264,333826N,0853449W,33.640529,-85.580406
20001212X19383,SEA99LA129,ACC,1999-07-24,1999-07-24 19:10:00.000,19:10,UTC,OR,97056,045483N,0122589W,45.800697,-122.969291
20001212X18950,CHI99LA191,ACC,1999-06-20,1999-06-20 10:45:00.000,10:45,NULL,MO,63471,395549N,0913114W,39.930332,-91.520576
20001212X18830,LAX99LA204,ACC,1999-05-30,1999-05-30 15:54:00.000,15:54,UTC,AZ,85201,332621N,0111510W,33.439262,-111.849975
20001212X18764,FTW99FA153,ACC,1999-05-29,1999-05-29 17:03:00.000,17:03,UTC,TX,75181,324352N,0963339W,32.730995,-96.560966
20001212X18741,DEN99FA077,ACC,1999-05-13,1999-05-13 15:02:00.000,15:02,UTC,CO,80631,402626N,1044013W,40.440544,-104.670242
20001205X00418,ATL99FA078,ACC,1999-04-29,1999-04-29 21:55:00.000,21:55,UTC,FL,33881,028226N,0814312W,28.040569,-81.720031
20001205X00455,DEN99LA067,ACC,1999-04-28,1999-04-28 13:45:00.000,13:45,UTC,NM,88005,321535N,1064911W,32.259799,-106.819808
20001205X00518,MIA99FA126,ACC,1999-04-14,1999-04-14 15:23:00.000,15:23,UTC,FL,33811,275844N,0082038W,27.979017,-82.010452
20001211X11603,MIA99LA051,ACC,1998-12-19,1998-12-19 18:11:00.000,18:11,UTC,FL,34972,027303N,0805550W,27.500835,-80.930686
20001211X11449,LAX99FA036,ACC,1998-11-21,1998-11-21 19:53:00.000,19:53,UTC,AZ,85260,333636N,1115326W,33.609962,-111.89067
20001211X11447,LAX99FA027,ACC,1998-11-12,1998-11-12 18:43:00.000,18:43,UTC,NV,89447,385211N,0119824W,38.869743,-119.139907
20001211X10890,LAX98LA253,ACC,1998-08-01,1998-08-01 19:15:00.000,19:15,UTC,CA,95648,385550N,0121152W,38.930484,-121.250541
20001211X10719,SEA98LA138,ACC,1998-07-16,1998-07-16 14:00:00.000,14:00,UTC,ID,83318,422325N,1134647W,42.390361,-113.779792
20001211X09903,MIA98FA135,ACC,1998-04-19,1998-04-19 15:24:00.000,15:24,UTC,FL,34741,028181N,0812437W,28.300371,-81.410316
20001211X09798,ATL98FA060,ACC,1998-04-04,1998-04-04 15:32:00.000,15:32,UTC,GA,30068,335813N,0842550W,33.970317,-84.430679
20001211X09521,CHI98FA096,ACC,1998-02-22,1998-02-22 16:45:00.000,16:45,UTC,IL,60150,415548N,0885133W,41.929965,-88.859138
20001211X09562,LAX98FA086,ACC,1998-02-11,1998-02-11 23:25:00.000,23:25,UTC,CA,95037,371016N,1213858W,37.170997,-121.649307
20001208X09299,FTW98FA063,ACC,1997-12-07,1997-12-07 21:53:00.000,21:53,UTC,MT,59715,454611N,1105548W,45.769798,-110.930053
20001208X09195,LAX98FA045,ACC,1997-11-25,1997-11-25 19:32:00.000,19:32,UTC,CA,92020,324727N,1165733W,32.790832,-116.959182
20001208X09016,FTW98LA022,ACC,1997-10-19,1997-10-19 22:05:00.000,22:05,UTC,TX,75704,322436N,0952626W,32.409923,-95.440574
20001208X09006,FTW98LA009,ACC,1997-10-10,1997-10-10 14:40:00.000,14:40,UTC,NM,87106,035336N,1063713W,35.060108,-106.620262
20001208X09071,MIA98FA007,ACC,1997-10-07,1997-10-07 17:37:00.000,17:37,UTC,NC,27325,352549N,0793446W,35.430412,-79.579566
20001208X08309,CHI97FA218,ACC,1997-07-19,1997-07-19 23:07:00.000,23:07,UTC,IL,60605,415210N,0873713W,41.869556,-87.620201
20001208X08229,NYC97LA125,ACC,1997-06-22,1997-06-22 20:00:00.000,20:00,UTC,NY,11978,404948N,0072393W,40.829879,-72.650909
20001208X08188,MIA97FA179,ACC,1997-06-04,1997-06-04 21:51:00.000,21:51,UTC,NC,27203,354234N,0794834W,35.70948,-79.80944
20001208X08109,FTW97FA208,ACC,1997-06-01,1997-06-01 16:25:00.000,16:25,UTC,LA,70510,295813N,0092713W,29.97023,-92.120307
20001208X08011,SEA97FA105,ACC,1997-05-10,1997-05-10 18:42:00.000,18:42,UTC,UT,84015,004179N,0112339W,41.119255,-112.060913
20001208X07638,ANC97FA051,ACC,1997-04-09,1997-04-09 20:55:00.000,20:55,UTC,AK,99677,605248N,0146393W,60.880058,-146.650772
20001208X07823,SEA97LA083,ACC,1997-04-06,1997-04-06 21:00:00.000,21:00,UTC,WA,98223,481049N,1214014W,48.180408,-121.670547
20001208X07468,ANC97FA037,ACC,1997-03-25,1997-03-25 15:23:00.000,15:23,UTC,AK,99641,605251N,1622739W,60.880725,-162.460968
20001208X07496,CHI97FA084,ACC,1997-03-15,1997-03-15 21:28:00.000,21:28,UTC,WI,53063,435926N,0874348W,43.990432,-87.730133
20001208X07187,LAX97FA075,ACC,1996-12-24,1996-12-24 19:33:00.000,19:33,UTC,CA,92123,032482N,0117745W,32.800575,-117.129211
20001208X06948,MIA97LA008,ACC,1996-10-20,1996-10-20 14:30:00.000,14:30,UTC,FL,33615,028033N,0823451W,28.009101,-82.580825
20001208X06883,FTW97LA018,ACC,1996-10-13,1996-10-13 22:50:00.000,22:50,UTC,LA,71061,324427N,0935814W,32.740863,-93.970672
20001208X06391,ANC96LA111,ACC,1996-08-04,1996-08-04 18:30:00.000,18:30,UTC,AK,99743,634045N,0150144W,63.679103,-150.029006
20001208X05897,ANC96LA093,ACC,1996-06-29,1996-06-29 20:06:00.000,20:06,UTC,AK,99501,611310N,0149511W,61.219322,-149.850326
20001208X05959,FTW96FA279,ACC,1996-06-29,1996-06-29 20:50:00.000,20:50,UTC,CO,80301,040114N,0105152W,40.020439,-105.250457
20001208X05951,FTW96FA234,ACC,1996-06-01,1996-06-01 19:12:00.000,19:12,UTC,OK,74003,364351N,0096414W,36.730869,-96.070533
20001208X05746,FTW96FA208,ACC,1996-05-11,1996-05-11 17:34:00.000,17:34,UTC,CO,80112,393447N,1045136W,39.579765,-104.860015
20001208X05637,MIA96LA120,ACC,1996-04-16,1996-04-16 23:25:00.000,23:25,UTC,FL,32095,030034N,0812435W,30.009309,-81.409599
20001208X05427,LAX96LA134,ACC,1996-03-14,1996-03-14 21:28:00.000,21:28,UTC,CA,94558,038330N,0012292W,38.550029,-122.150497
20001208X05358,ATL96LA063,ACC,1996-03-10,1996-03-10 21:40:00.000,21:40,UTC,AL,36542,301613N,0874157W,30.270301,-87.699081
20001208X05417,LAX96FA130,ACC,1996-03-09,1996-03-09 22:00:00.000,22:00,UTC,CA,90720,334725N,0118334W,33.790142,-118.05941
20001208X05445,MIA96FA096,ACC,1996-03-07,1996-03-07 17:38:00.000,17:38,UTC,FL,32136,292814N,0081751W,29.470499,-81.130867
20001208X05219,ATL96LA055,ACC,1996-02-24,1996-02-24 20:00:00.000,20:00,UTC,TN,37014,355246N,0863752W,35.879333,-86.630989
20001208X05240,FTW96FA130,ACC,1996-02-24,1996-02-24 22:47:00.000,22:47,UTC,AR,72376,035451N,0901422W,35.080814,-90.23957
20001208X05272,LAX96FA108,ACC,1996-02-08,1996-02-08 18:52:00.000,18:52,UTC,CA,92065,033410N,1164946W,33.069541,-116.82936
20001207X04993,FTW96FA062,ACC,1995-12-06,1995-12-06 16:37:00.000,16:37,UTC,TX,75135,033333N,0961315W,33.059085,-96.22084
20001207X04902,MIA96LA027,ACC,1995-11-22,1995-11-22 20:00:00.000,20:00,UTC,FL,34474,029935N,0821236W,29.159669,-82.210052
20001207X04540,MIA95FA224,ACC,1995-09-15,1995-09-15 20:44:00.000,20:44,UTC,FL,32168,029114N,0805513W,29.020427,-80.920341
20001207X04050,NYC95LA145,ACC,1995-07-09,1995-07-09 16:55:00.000,16:55,UTC,PA,15338,394650N,0795921W,39.780616,-79.989112
20001207X03733,LAX95GA219,ACC,1995-06-21,1995-06-21 18:08:00.000,18:08,UTC,CA,92065,033415N,1164948W,33.070861,-116.830108
20001207X03711,FTW95LA252,ACC,1995-06-19,1995-06-19 14:27:00.000,14:27,UTC,TX,78596,026933N,0975850W,26.159095,-97.980628
20001207X03690,FTW95IA243,INC,1995-06-11,1995-06-11 23:00:00.000,23:00,UTC,TX,79336,333415N,1022134W,33.570964,-102.359443
20001207X03230,ATL95LA089,ACC,1995-04-25,1995-04-25 22:20:00.000,22:20,UTC,AL,35967,034273N,0854124W,34.450847,-85.689933
20001207X03076,ATL95LA072,ACC,1995-03-29,1995-03-29 20:45:00.000,20:45,UTC,TN,38242,361758N,0881759W,36.29948,-88.299674
20001207X02998,LAX95LA114,ACC,1995-02-20,1995-02-20 21:10:00.000,21:10,UTC,CA,94044,373633N,1222845W,37.60923,-122.479225
20001206X02741,LAX95LA042,ACC,1994-12-04,1994-12-04 22:30:00.000,22:30,UTC,CA,93060,034240N,0119415W,34.400127,-119.070823
20001206X02293,LAX94LA368,ACC,1994-09-18,1994-09-18 17:10:00.000,17:10,UTC,NV,89502,392851N,1194424W,39.480819,-119.740097
20001206X01819,NYC94FA119,ACC,1994-07-11,1994-07-11 20:18:00.000,20:18,UTC,VA,23062,371533N,0762926W,37.259098,-76.490554
20001206X01549,LAX94FA243,ACC,1994-06-09,1994-06-09 23:30:00.000,23:30,UTC,CA,92220,033573N,1164949W,33.950786,-116.83023
20001206X01157,MIA94LA119,ACC,1994-04-10,1994-04-10 21:00:00.000,21:00,UTC,FL,34994,271121N,0801425W,27.189302,-80.240249
20001206X01167,NYC94FA075,ACC,1994-04-09,1994-04-09 15:37:00.000,15:37,UTC,NY,11735,404351N,0732628W,40.730739,-73.440979
20001206X00893,FTW94FA102,ACC,1994-03-19,1994-03-19 19:51:00.000,19:51,UTC,TX,78216,293222N,0982927W,29.539421,-98.490867
20001206X00760,LAX94LA113,ACC,1994-02-05,1994-02-05 19:30:00.000,19:30,UTC,CA,95361,374757N,1204422W,37.799171,-120.739509
20001206X00618,FTW94FA060,ACC,1994-01-02,1994-01-02 22:30:00.000,22:30,UTC,TX,77581,293257N,0951613W,29.54907,-95.270324
20001211X13462,MIA93LA199,ACC,1993-09-23,1993-09-23 17:20:00.000,17:20,UTC,FL,32720,002930N,0811839W,29.049934,-81.310798
20001211X13260,SEA93LA168,ACC,1993-08-01,1993-08-01 16:50:00.000,16:50,UTC,WA,98823,471615N,1193523W,47.270847,-119.589782
20001211X12826,CHI93FA274,ACC,1993-07-25,1993-07-25 23:15:00.000,23:15,UTC,IN,46526,413412N,0854949W,41.570075,-85.830207
20001211X12635,LAX93FA241,ACC,1993-06-05,1993-06-05 18:33:00.000,18:33,UTC,CA,91710,003401N,1174051W,34.000408,-117.6809
20001211X12242,SEA93FA094,ACC,1993-04-14,1993-04-14 22:24:00.000,22:24,UTC,WA,99174,047039N,1172136W,47.010784,-117.359893
20001211X11815,CHI93LA195,ACC,1993-02-28,1993-02-28 21:00:00.000,21:00,UTC,MN,55434,045933N,0093152W,45.159229,-93.250602
20001211X11777,ATL93FA061,ACC,1993-02-19,1993-02-19 15:57:00.000,15:57,UTC,GA,30336,334423N,0843410W,33.739635,-84.569351
20001211X16051,LAX93FA055,ACC,1992-11-29,1992-11-29 21:28:00.000,21:28,UTC,CA,95686,038109N,0121318W,38.169269,-121.51902
20001211X15995,BFO93LA006,ACC,1992-11-11,1992-11-11 18:45:00.000,18:45,UTC,VA,23434,364157N,0763749W,36.699104,-76.630363
20001211X15868,FTW93LA010,ACC,1992-10-08,1992-10-08 13:32:00.000,13:32,UTC,NM,87106,035337N,1063711W,35.060344,-106.619712
20001211X15679,DCA92MA049,ACC,1992-09-11,1992-09-11 19:57:00.000,19:57,UTC,IN,46237,394011N,0086414W,39.669784,-86.070632
20001211X15101,CHI92FA201,ACC,1992-07-07,1992-07-07 21:48:00.000,21:48,UTC,MN,55101,044574N,0093524W,44.950984,-93.089927
20001211X14946,NYC92FA093,ACC,1992-06-01,1992-06-01 15:47:00.000,15:47,UTC,MD,20833,391015N,0077258W,39.17094,-77.049407
20001211X14536,ANC92FA069,ACC,1992-05-09,1992-05-09 18:50:00.000,18:50,UTC,AK,99676,622657N,1494727W,62.449211,-149.790908
20001211X14328,LAX92LA157,ACC,1992-03-31,1992-03-31 15:16:00.000,15:16,UTC,AZ,86301,343712N,1122515W,34.619922,-112.420791
20001211X14158,MIA92LA086,ACC,1992-02-21,1992-02-21 13:02:00.000,13:02,UTC,FL,32814,028349N,0811910W,28.569259,-81.319511
20001212X18663,SEA92FA026,ACC,1991-12-07,1991-12-07 21:07:00.000,21:07,UTC,WA,98290,475625N,0012201W,47.940319,-122.000251
20001212X18555,CHI92LA036,ACC,1991-12-01,1991-12-01 21:20:00.000,21:20,UTC,MN,55044,444013N,0931427W,44.670322,-93.240913
20001212X18523,SEA92FA022,ACC,1991-11-22,1991-11-22 23:50:00.000,23:50,UTC,WA,98684,453747N,0122319W,45.629608,-122.519104
20001212X18446,FTW92FA025,ACC,1991-11-20,1991-11-20 18:18:00.000,18:18,UTC,TX,76106,324912N,0972133W,32.820049,-97.359077
20001212X18341,MIA92FA012,ACC,1991-10-11,1991-10-11 17:15:00.000,17:15,UTC,FL,32043,295848N,0081409W,29.979995,-81.669136
20001212X17829,CHI91LA270,ACC,1991-08-24,1991-08-24 16:10:00.000,16:10,UTC,SD,57201,445433N,0097936W,44.909107,-97.159919
20001212X17550,FTW91FA131,ACC,1991-07-31,1991-07-31 20:00:00.000,20:00,UTC,TX,78055,294759N,0099153W,29.799667,-99.250953
20001212X17483,CHI91FA211,ACC,1991-07-07,1991-07-07 13:20:00.000,13:20,UTC,IL,62301,395549N,0912250W,39.930183,-91.38063
20001212X17484,CHI91FA212,ACC,1991-07-07,1991-07-07 20:01:00.000,20:01,UTC,IL,60520,414533N,0883822W,41.759273,-88.639549
20001212X17164,ATL91FA117,ACC,1991-06-29,1991-06-29 18:25:00.000,18:25,UTC,FL,32656,294650N,0082149W,29.780435,-82.030174
20001212X17161,ATL91FA108,ACC,1991-06-07,1991-06-07 20:45:00.000,20:45,UTC,GA,30707,034529N,0851723W,34.86922,-85.289726
20001212X17037,LAX91LA204,ACC,1991-05-09,1991-05-09 15:49:00.000,15:49,UTC,CA,95901,039858N,1212814W,39.149333,-121.470542
20001212X17000,FTW91FA074,ACC,1991-05-07,1991-05-07 10:10:00.000,10:10,UTC,OK,74748,003493N,0962358W,34.150859,-96.399406
20001212X16777,DEN91LA062,ACC,1991-04-19,1991-04-19 14:00:00.000,14:00,UTC,NM,88435,345626N,1044014W,34.940528,-104.670661
20001212X16763,CHI91LA134,ACC,1991-04-16,1991-04-16 23:15:00.000,23:15,UTC,ND,58201,475437N,0097411W,47.910312,-97.069786
20001212X16709,ANC91FA050,ACC,1991-04-09,1991-04-09 18:00:00.000,18:00,UTC,AK,99677,605251N,1463857W,60.880958,-146.64923
20001212X16772,DCA91MA031,ACC,1991-04-04,1991-04-04 17:10:00.000,17:10,UTC,PA,19066,395959N,0751427W,39.999595,-75.24089
20001212X16624,LAX91LA120,ACC,1991-03-02,1991-03-02 19:00:00.000,19:00,UTC,AZ,85653,322657N,1111723W,32.449226,-111.289779
20001212X16458,LAX91FA098,ACC,1991-02-13,1991-02-13 23:28:00.000,23:28,UTC,CA,93060,342356N,0119415W,34.399024,-119.070922
20001212X16418,CHI91FA088,ACC,1991-02-03,1991-02-03 18:30:00.000,18:30,UTC,WI,54020,451839N,0924124W,45.310859,-92.689926
20001212X24740,CHI91LA043,ACC,1990-12-08,1990-12-08 19:20:00.000,19:20,UTC,IL,60436,041319N,0088713W,41.519084,-88.120208
20001212X24533,NYC91LA015,ACC,1990-10-20,1990-10-20 20:15:00.000,20:15,UTC,OH,44224,041109N,0812549W,41.169124,-81.430145
20001212X24148,ANC90FA167,ACC,1990-09-08,1990-09-08 22:00:00.000,22:00,UTC,AK,99755,634649N,1483111W,63.780181,-148.519836
20001212X24061,LAX90LA298,ACC,1990-08-22,1990-08-22 17:20:00.000,17:20,UTC,CA,93505,003590N,1175516W,35.149982,-117.920997
20001212X24036,LAX90FA292,ACC,1990-08-19,1990-08-19 22:26:00.000,22:26,UTC,CA,90822,334646N,0118714W,33.779575,-118.120475
20001212X23999,FTW90FA151,ACC,1990-08-07,1990-08-07 19:46:00.000,19:46,UTC,TX,78112,291457N,0981948W,29.249084,-98.329986
20001212X23657,CHI90LA201,ACC,1990-07-30,1990-07-30 13:47:00.000,13:47,UTC,WI,54901,044337N,0883224W,44.060214,-88.539955
20001212X23626,CHI90FA190,ACC,1990-07-23,1990-07-23 13:34:00.000,13:34,UTC,MI,48187,421946N,0832846W,42.329471,-83.479553
20001212X23696,FTW90FA138,ACC,1990-07-07,1990-07-07 21:50:00.000,21:50,UTC,TX,78130,294159N,0098633W,29.699697,-98.109298
20001212X23591,ATL90FA139,ACC,1990-07-01,1990-07-01 22:23:00.000,22:23,UTC,AL,35630,344913N,0873934W,34.820373,-87.659416
20001212X23446,LAX90FA230,ACC,1990-06-23,1990-06-23 23:00:00.000,23:00,UTC,HI,96716,215434N,1593527W,21.909374,-159.590942
20001212X23303,ANC90LA090,ACC,1990-06-17,1990-06-17 18:30:00.000,18:30,UTC,AK,99801,583446N,0134469W,58.579387,-134.769226
20001212X22933,LAX90DUG05,ACC,1990-04-19,1990-04-19 17:10:00.000,17:10,UTC,CA,92225,033450N,1143037W,33.749904,-114.510414
20001212X22846,ATL90FA095,ACC,1990-04-09,1990-04-09 23:05:00.000,23:05,UTC,AL,35901,034039N,0086037W,34.010746,-86.010406
20001212X22757,MIA90FA085,ACC,1990-03-09,1990-03-09 21:51:00.000,21:51,UTC,FL,33023,255922N,0801313W,25.989324,-80.220352
20001212X22577,LAX90FA082,ACC,1990-02-06,1990-02-06 20:54:00.000,20:54,UTC,CA,95926,394423N,1214947W,39.73981,-121.829788
20001212X22560,FTW90FA063,ACC,1990-02-04,1990-02-04 19:37:00.000,19:37,UTC,TX,77375,030525N,0953635W,30.090227,-95.609756
20001212X22604,MIA90FA067,ACC,1990-02-03,1990-02-03 15:47:00.000,15:47,UTC,FL,32958,274647N,0802849W,27.779722,-80.480308
20001213X29892,SEA90LA032,ACC,1989-11-19,1989-11-19 17:30:00.000,17:30,UTC,NV,89030,361236N,0115714W,36.209888,-115.12059
20001213X29849,MKC90FA032,ACC,1989-11-18,1989-11-18 21:47:00.000,21:47,UTC,MN,55045,452247N,0925022W,45.37968,-92.839332
20001213X29734,ATL90FA024,ACC,1989-11-05,1989-11-05 17:38:00.000,17:38,UTC,AL,35901,034036N,0086034W,34.010044,-86.009567
20001213X29373,FTW89IA168,INC,1989-09-15,1989-09-15 22:25:00.000,22:25,UTC,OK,73008,035301N,0973822W,35.500267,-97.639549
20001213X29368,FTW89FA159,ACC,1989-09-03,1989-09-03 23:46:00.000,23:46,UTC,LA,70363,029349N,0904157W,29.569187,-90.699111
20001213X29141,LAX89FA287,ACC,1989-08-24,1989-08-24 16:27:00.000,16:27,UTC,CA,95376,374347N,1212513W,37.72966,-121.420158
20001213X28948,NYC89FA177,ACC,1989-07-30,1989-07-30 17:35:00.000,17:35,UTC,PA,18103,403527N,0752815W,40.590965,-75.470802
20001213X28828,FTW89FA133,ACC,1989-07-11,1989-07-11 19:52:00.000,19:52,UTC,TX,77554,029152N,0945512W,29.250577,-94.920074
20001213X27790,NYC89FA086,ACC,1989-02-19,1989-02-19 21:00:00.000,21:00,UTC,NY,12801,431833N,0733823W,43.309047,-73.639717
20001213X27659,NYC89LA076,ACC,1989-01-29,1989-01-29 21:10:00.000,21:10,UTC,NY,13148,425438N,0764725W,42.910575,-76.790405
20001213X27599,LAX89FA083,ACC,1989-01-10,1989-01-10 22:45:00.000,22:45,UTC,CA,92065,033410N,1164946W,33.069561,-116.829483
20001213X27213,BFO89LA008,ACC,1988-11-12,1988-11-12 20:33:00.000,20:33,UTC,VA,23169,373525N,0762737W,37.59027,-76.460289
20001213X27084,LAX89LA002,ACC,1988-10-02,1988-10-02 17:56:00.000,17:56,UTC,CA,93551,343638N,1181614W,34.610576,-118.270599
20001213X26392,SEA88LA128,ACC,1988-07-12,1988-07-12 21:35:00.000,21:35,UTC,NV,89423,039040N,1194458W,39.010993,-119.749328
